,Score,Seq. ID,Description,Organism Source,Tax. distance,Rxn. ID,Rxn. ID - additional,EC Number,Uniprot protein evidence,Consv. Score,Rxn Sim.,Rxn Sim RF.,Direction Used,Combined score,% helices,% sheets,% turns,% coils,Mol. Weight,Isoelec. Point,Polar %,Query,Hit
1,NaN,P38038,Sulfite reductase [NADPH] flavoprotein alpha-component,Escherichia coli (strain K12) OX=83333,1.0,MNXR104650,-,1.8.1.2;1.8.2.2,1.0,0.0,0.35355,NaN,0,0.353553,45.6,23.5,12.5,21.1,66269.84,4.6554,44.574,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
60,NaN,C6CAW9,Sulfite reductase [NADPH] hemoprotein beta-component,Musicola paradisiaca (strain Ech703) OX=579405,9.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,36.9,24.7,23.4,17.8,63879.58,6.8376,45.709,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
61,NaN,Q5PEH8,Sulfite reductase [NADPH] hemoprotein beta-component,Salmonella paratyphi A (strain ATCC 9150 / SARB42) OX=295319,9.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,41.9,20.2,21.7,19.1,64016.13,8.1635,46.667,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
62,NaN,Q5PEH7,Sulfite reductase [NADPH] flavoprotein alpha-component,Salmonella paratyphi A (strain ATCC 9150 / SARB42) OX=295319,9.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,42.7,25.9,14.1,20.1,66102.76,4.6481,43.740,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
63,NaN,Q8ZBN6,Sulfite reductase [NADPH] flavoprotein alpha-component,Yersinia pestis OX=632,9.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,40.2,26.3,13.4,22.9,66625.17,4.7172,44.554,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
64,NaN,Q2NVN3,Sulfite reductase [NADPH] hemoprotein beta-component,Sodalis glossinidius (strain morsitans) OX=343509,9.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,33.1,25.6,23.1,21.1,63389.03,7.1292,46.466,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
65,NaN,Q7VQH1,Sulfite reductase [NADPH] hemoprotein beta-component,Blochmannia floridanus OX=203907,9.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,33.1,30.2,24.1,15.6,64901.89,9.4329,47.627,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
66,NaN,B5F430,Sulfite reductase [NADPH] hemoprotein beta-component,Salmonella agona (strain SL483) OX=454166,9.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,41.5,19.9,23.5,18.1,64027.15,7.4790,46.316,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
67,NaN,A8G9X7,Sulfite reductase [NADPH] hemoprotein beta-component,Serratia proteamaculans (strain 568) OX=399741,9.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,34.8,23.2,22.7,22.2,63872.69,7.2884,46.060,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
68,NaN,B4TTX8,Sulfite reductase [NADPH] hemoprotein beta-component,Salmonella schwarzengrund (strain CVM19633) OX=439843,9.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,42.1,20.4,22.0,18.4,63989.06,7.7024,46.491,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
69,NaN,B5QW35,Sulfite reductase [NADPH] hemoprotein beta-component,Salmonella enteritidis PT4 (strain P125109) OX=550537,9.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,41.7,20.0,22.9,18.2,64055.12,7.2878,46.316,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
70,NaN,A6TD48,Sulfite reductase [NADPH] hemoprotein beta-component,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578) OX=272620,9.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,41.3,20.9,23.1,17.5,64049.08,8.3548,47.018,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
71,NaN,P52673,Sulfite reductase [NADPH] hemoprotein beta-component,Thiocapsa roseopersicina OX=1058,10.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,28.7,28.2,25.6,20.4,62271.76,8.3055,42.934,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
72,NaN,A4TPY5,Sulfite reductase [NADPH] flavoprotein alpha-component,Yersinia pestis (strain Pestoides F) OX=386656,10.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,39.8,26.5,13.4,23.0,67282.93,4.7172,44.444,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
73,NaN,Q66ED4,Sulfite reductase [NADPH] flavoprotein alpha-component,Yersinia pseudotuberculosis serotype I (strain IP32953) OX=273123,10.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,39.4,26.6,13.5,23.3,67940.70,4.7172,44.337,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
74,NaN,W0DW89,NaN,Marichromatium purpuratum,10.0,MNXR104650,-,1.8.1.2;1.8.2.2,NaN,0.0,0.35355,NaN,0,0.353553,-,-,-,-,-,-,-,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
75,NaN,B2K566,Sulfite reductase [NADPH] hemoprotein beta-component,Yersinia pseudotuberculosis serotype IB (strain PB1/+) OX=502801,10.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,41.4,22.0,22.7,16.8,64101.06,7.7167,45.833,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
76,NaN,A4TPY6,Sulfite reductase [NADPH] hemoprotein beta-component,Yersinia pestis (strain Pestoides F) OX=386656,10.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,40.2,22.3,22.9,17.5,64076.05,7.7033,45.660,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
77,NaN,Q7N8L6,Sulfite reductase [NADPH] flavoprotein alpha-component,Photorhabdus laumondii subsp. laumondii (strain DSM 15139 / CIP 105565 / TT01) OX=243265,10.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,37.5,24.0,18.2,23.1,67809.50,4.7314,47.833,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
78,NaN,Q8VSR0,Sulfite reductase [NADPH] hemoprotein beta-component,Actinobacillus pleuropneumoniae OX=715,10.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,41.1,23.4,21.3,17.0,66683.33,7.0242,47.789,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
79,NaN,B8D7V7,Sulfite reductase [NADPH] hemoprotein beta-component,Buchnera aphidicola subsp. Acyrthosiphon pisum (strain Tuc7) OX=561501,10.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,38.9,24.8,23.9,15.4,65758.91,10.0800,50.439,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
80,NaN,Q1CLS8,Sulfite reductase [NADPH] flavoprotein alpha-component,Yersinia pestis bv. Antiqua (strain Nepal516) OX=377628,10.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,39.8,26.5,13.4,23.0,67282.93,4.7172,44.444,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
81,NaN,P57503,Sulfite reductase [NADPH] flavoprotein alpha-component,Buchnera aphidicola subsp. Acyrthosiphon pisum (strain APS) OX=107806,10.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,30.8,27.7,22.9,21.4,69231.45,7.6771,54.077,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
82,NaN,P57502,Sulfite reductase [NADPH] hemoprotein beta-component,Buchnera aphidicola subsp. Acyrthosiphon pisum (strain APS) OX=107806,10.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,38.3,25.3,23.9,15.4,65741.86,10.0460,50.439,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
83,NaN,C6DCZ7,Sulfite reductase [NADPH] hemoprotein beta-component 1,Pectobacterium carotovorum subsp. carotovorum (strain PC1) OX=561230,10.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,31.8,29.2,23.9,18.1,62784.75,7.7231,45.035,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
84,NaN,Q1C3Z0,Sulfite reductase [NADPH] flavoprotein alpha-component,Yersinia pestis bv. Antiqua (strain Antiqua) OX=360102,10.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,40.2,26.3,13.4,22.9,66625.17,4.7172,44.554,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
85,NaN,P52674,Sulfite reductase [NADPH] flavoprotein alpha-component,Thiocapsa roseopersicina OX=1058,10.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,37.5,22.1,20.8,22.7,57784.14,6.2740,44.828,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
86,NaN,B1JK04,Sulfite reductase [NADPH] hemoprotein beta-component,Yersinia pseudotuberculosis serotype O:3 (strain YPIII) OX=502800,10.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,40.2,22.0,23.0,17.7,64078.02,7.7033,45.833,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
87,NaN,Q1C3Z1,Sulfite reductase [NADPH] hemoprotein beta-component,Yersinia pestis bv. Antiqua (strain Antiqua) OX=360102,10.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,40.2,22.3,22.9,17.5,64076.05,7.7033,45.660,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
88,NaN,A7FLY9,Sulfite reductase [NADPH] hemoprotein beta-component,Yersinia pseudotuberculosis serotype O:1b (strain IP 31758) OX=349747,10.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,40.2,22.0,23.0,17.7,64078.02,7.7033,45.833,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
89,NaN,A1JJS3,Sulfite reductase [NADPH] hemoprotein beta-component,Yersinia enterocolitica serotype O:8 / biotype 1B (strain NCTC 13174 / 8081) OX=393305,10.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,37.0,22.5,23.4,20.0,64160.14,7.4794,45.660,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
