,Score,Seq. ID,Description,Organism Source,Tax. distance,Rxn. ID,Rxn. ID - additional,EC Number,Uniprot protein evidence,Consv. Score,Rxn Sim.,Rxn Sim RF.,Direction Used,Combined score,% helices,% sheets,% turns,% coils,Mol. Weight,Isoelec. Point,Polar %,Query,Hit
1,76.032992,P76270,Free methionine-R-sulfoxide reductase,Escherichia coli (strain K12) OX=83333,1.0,MNXR145593,MNXR145591_0.7655706270045919_0.7570298464754437|MNXR151716_0.6835365551469959_0.6472385917415967|MNXR151717_0.6835365551469959_0.6472385917415967,1.8.4.13;1.8.4.14;1.8.4.5,1.0,0.0,0.78563,0.757030,1,0.771329,-,-,-,-,18121.63,4.4242,42.424,*N[C@@H](CS)C(=O)N[C@@H](*)C(=O)N[C@@H](*)C(=O)N[C@@H](CS)C(*)=O.CS(=O)CC[C@H](N)C(=O)O>>*N[C@H]1CSSC[C@@H](C(*)=O)NC(=O)[C@H](*)NC(=O)[C@H](*)NC1=O.CSCC[C@H]([NH3+])C(=O)[O-].[H]O[H],CSCC[C@H]([NH3+])C(=O)[O-].[*][NH2+][C@H]1CSSC[C@@H](C([*])=O)NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC1=O>>CS(=O)CC[C@H](N)C(=O)O.[*]N[C@@H](CS)C(=O)N[C@@H]([*])C(=O)N[C@@H]([*])C(=O)N[C@@H](CS)C([*])=O
2,76.032992,P20099,Biotin sulfoxide reductase,Escherichia coli (strain K12) OX=83333,1.0,MNXR145593,MNXR145591_0.7655706270045919_0.7570298464754437,1.8.4.13;1.8.4.14;1.8.4.5,1.0,0.0,0.78563,0.757030,1,0.771329,-,-,-,-,85850.66,5.8077,43.115,*N[C@@H](CS)C(=O)N[C@@H](*)C(=O)N[C@@H](*)C(=O)N[C@@H](CS)C(*)=O.CS(=O)CC[C@H](N)C(=O)O>>*N[C@H]1CSSC[C@@H](C(*)=O)NC(=O)[C@H](*)NC(=O)[C@H](*)NC1=O.CSCC[C@H]([NH3+])C(=O)[O-].[H]O[H],CSCC[C@H]([NH3+])C(=O)[O-].[*][NH2+][C@H]1CSSC[C@@H](C([*])=O)NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC1=O>>CS(=O)CC[C@H](N)C(=O)O.[*]N[C@@H](CS)C(=O)N[C@@H]([*])C(=O)N[C@@H]([*])C(=O)N[C@@H](CS)C([*])=O
3,65.438930,P0A744,Peptide methionine sulfoxide reductase MsrA,Escherichia coli (strain K12) OX=83333,1.0,MNXR151915,-,1.8.4.11;1.8.4.13,1.0,0.0,0.68354,0.647239,1,0.665388,32.7,24.5,23.0,28.1,23315.03,4.8240,40.094,*N[C@@H](CS)C(=O)N[C@@H](*)C(=O)N[C@@H](*)C(=O)N[C@@H](CS)C(*)=O.CS(=O)CC[C@H](N)C(=O)O>>*N[C@H]1CSSC[C@@H](C(*)=O)NC(=O)[C@H](*)NC(=O)[C@H](*)NC1=O.CSCC[C@H]([NH3+])C(=O)[O-].[H]O[H],CSCC[C@H]([NH3+])C(=O)[O-].[*]N[C@H]1CSSC[C@@H](C([*])=O)NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC1=O>>[*]N[C@@H](CS)C(=O)N[C@@H]([*])C(=O)N[C@@H]([*])C(=O)N[C@@H](CS)C([*])=O.C[S@](=O)CC[C@H]([NH3+])C(=O)[O-]
49,54.238930,Q87SW6,Peptide methionine sulfoxide reductase MsrA,Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633) OX=223926,12.0,MNXR151915,-,1.8.4.11;1.8.4.13,3.0,0.0,0.68354,0.647239,1,0.665388,33.7,26.0,27.0,21.4,23616.50,4.7026,44.811,*N[C@@H](CS)C(=O)N[C@@H](*)C(=O)N[C@@H](*)C(=O)N[C@@H](CS)C(*)=O.CS(=O)CC[C@H](N)C(=O)O>>*N[C@H]1CSSC[C@@H](C(*)=O)NC(=O)[C@H](*)NC(=O)[C@H](*)NC1=O.CSCC[C@H]([NH3+])C(=O)[O-].[H]O[H],CSCC[C@H]([NH3+])C(=O)[O-].[*]N[C@H]1CSSC[C@@H](C([*])=O)NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC1=O>>[*]N[C@@H](CS)C(=O)N[C@@H]([*])C(=O)N[C@@H]([*])C(=O)N[C@@H](CS)C([*])=O.C[S@](=O)CC[C@H]([NH3+])C(=O)[O-]
50,54.238930,B2SQI9,Peptide methionine sulfoxide reductase MsrA,Xanthomonas oryzae pv. oryzae (strain PXO99A) OX=360094,12.0,MNXR151915,-,1.8.4.11;1.8.4.13,3.0,0.0,0.68354,0.647239,1,0.665388,-,-,-,-,23309.95,6.0643,39.815,*N[C@@H](CS)C(=O)N[C@@H](*)C(=O)N[C@@H](*)C(=O)N[C@@H](CS)C(*)=O.CS(=O)CC[C@H](N)C(=O)O>>*N[C@H]1CSSC[C@@H](C(*)=O)NC(=O)[C@H](*)NC(=O)[C@H](*)NC1=O.CSCC[C@H]([NH3+])C(=O)[O-].[H]O[H],CSCC[C@H]([NH3+])C(=O)[O-].[*]N[C@H]1CSSC[C@@H](C([*])=O)NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC1=O>>[*]N[C@@H](CS)C(=O)N[C@@H]([*])C(=O)N[C@@H]([*])C(=O)N[C@@H](CS)C([*])=O.C[S@](=O)CC[C@H]([NH3+])C(=O)[O-]
51,54.238930,B7I4T7,Peptide methionine sulfoxide reductase MsrA,Acinetobacter baumannii (strain AB0057) OX=480119,12.0,MNXR151915,-,1.8.4.11;1.8.4.13,3.0,0.0,0.68354,0.647239,1,0.665388,-,-,-,-,19807.03,4.7941,49.133,*N[C@@H](CS)C(=O)N[C@@H](*)C(=O)N[C@@H](*)C(=O)N[C@@H](CS)C(*)=O.CS(=O)CC[C@H](N)C(=O)O>>*N[C@H]1CSSC[C@@H](C(*)=O)NC(=O)[C@H](*)NC(=O)[C@H](*)NC1=O.CSCC[C@H]([NH3+])C(=O)[O-].[H]O[H],CSCC[C@H]([NH3+])C(=O)[O-].[*]N[C@H]1CSSC[C@@H](C([*])=O)NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC1=O>>[*]N[C@@H](CS)C(=O)N[C@@H]([*])C(=O)N[C@@H]([*])C(=O)N[C@@H](CS)C([*])=O.C[S@](=O)CC[C@H]([NH3+])C(=O)[O-]
52,54.238930,B0VL72,Peptide methionine sulfoxide reductase MsrA,Acinetobacter baumannii (strain SDF) OX=509170,12.0,MNXR151915,-,1.8.4.11;1.8.4.13,3.0,0.0,0.68354,0.647239,1,0.665388,-,-,-,-,19962.18,4.5604,48.851,*N[C@@H](CS)C(=O)N[C@@H](*)C(=O)N[C@@H](*)C(=O)N[C@@H](CS)C(*)=O.CS(=O)CC[C@H](N)C(=O)O>>*N[C@H]1CSSC[C@@H](C(*)=O)NC(=O)[C@H](*)NC(=O)[C@H](*)NC1=O.CSCC[C@H]([NH3+])C(=O)[O-].[H]O[H],CSCC[C@H]([NH3+])C(=O)[O-].[*]N[C@H]1CSSC[C@@H](C([*])=O)NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC1=O>>[*]N[C@@H](CS)C(=O)N[C@@H]([*])C(=O)N[C@@H]([*])C(=O)N[C@@H](CS)C([*])=O.C[S@](=O)CC[C@H]([NH3+])C(=O)[O-]
53,54.238930,Q02EZ9,Peptide methionine sulfoxide reductase MsrA,Pseudomonas aeruginosa (strain UCBPP-PA14) OX=208963,12.0,MNXR151915,-,1.8.4.11;1.8.4.13,3.0,0.0,0.68354,0.647239,1,0.665388,-,-,-,-,23544.58,4.9988,38.140,*N[C@@H](CS)C(=O)N[C@@H](*)C(=O)N[C@@H](*)C(=O)N[C@@H](CS)C(*)=O.CS(=O)CC[C@H](N)C(=O)O>>*N[C@H]1CSSC[C@@H](C(*)=O)NC(=O)[C@H](*)NC(=O)[C@H](*)NC1=O.CSCC[C@H]([NH3+])C(=O)[O-].[H]O[H],CSCC[C@H]([NH3+])C(=O)[O-].[*]N[C@H]1CSSC[C@@H](C([*])=O)NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC1=O>>[*]N[C@@H](CS)C(=O)N[C@@H]([*])C(=O)N[C@@H]([*])C(=O)N[C@@H](CS)C([*])=O.C[S@](=O)CC[C@H]([NH3+])C(=O)[O-]
54,54.238930,A3M1W6,Peptide methionine sulfoxide reductase MsrA,Acinetobacter baumannii (strain ATCC 17978 / CIP 53.77 / LMG 1025 / NCDC KC755 / 5377) OX=400667,12.0,MNXR151915,-,1.8.4.11;1.8.4.13,3.0,0.0,0.68354,0.647239,1,0.665388,34.4,26.8,30.6,18.5,19837.05,4.7941,49.711,*N[C@@H](CS)C(=O)N[C@@H](*)C(=O)N[C@@H](*)C(=O)N[C@@H](CS)C(*)=O.CS(=O)CC[C@H](N)C(=O)O>>*N[C@H]1CSSC[C@@H](C(*)=O)NC(=O)[C@H](*)NC(=O)[C@H](*)NC1=O.CSCC[C@H]([NH3+])C(=O)[O-].[H]O[H],CSCC[C@H]([NH3+])C(=O)[O-].[*]N[C@H]1CSSC[C@@H](C([*])=O)NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC1=O>>[*]N[C@@H](CS)C(=O)N[C@@H]([*])C(=O)N[C@@H]([*])C(=O)N[C@@H](CS)C([*])=O.C[S@](=O)CC[C@H]([NH3+])C(=O)[O-]
55,54.238930,B1JE82,Peptide methionine sulfoxide reductase MsrA,Pseudomonas putida (strain W619) OX=390235,12.0,MNXR151915,-,1.8.4.11;1.8.4.13,3.0,0.0,0.68354,0.647239,1,0.665388,-,-,-,-,24600.73,4.5713,40.991,*N[C@@H](CS)C(=O)N[C@@H](*)C(=O)N[C@@H](*)C(=O)N[C@@H](CS)C(*)=O.CS(=O)CC[C@H](N)C(=O)O>>*N[C@H]1CSSC[C@@H](C(*)=O)NC(=O)[C@H](*)NC(=O)[C@H](*)NC1=O.CSCC[C@H]([NH3+])C(=O)[O-].[H]O[H],CSCC[C@H]([NH3+])C(=O)[O-].[*]N[C@H]1CSSC[C@@H](C([*])=O)NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC1=O>>[*]N[C@@H](CS)C(=O)N[C@@H]([*])C(=O)N[C@@H]([*])C(=O)N[C@@H](CS)C([*])=O.C[S@](=O)CC[C@H]([NH3+])C(=O)[O-]
56,53.338930,Q93S39,Peptide methionine sulfoxide reductase MsrA,Brucella anthropi OX=529,13.0,MNXR151915,-,1.8.4.11;1.8.4.13,2.0,0.0,0.68354,0.647239,1,0.665388,25.7,33.2,24.8,24.3,24185.20,4.6709,41.743,*N[C@@H](CS)C(=O)N[C@@H](*)C(=O)N[C@@H](*)C(=O)N[C@@H](CS)C(*)=O.CS(=O)CC[C@H](N)C(=O)O>>*N[C@H]1CSSC[C@@H](C(*)=O)NC(=O)[C@H](*)NC(=O)[C@H](*)NC1=O.CSCC[C@H]([NH3+])C(=O)[O-].[H]O[H],CSCC[C@H]([NH3+])C(=O)[O-].[*]N[C@H]1CSSC[C@@H](C([*])=O)NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC1=O>>[*]N[C@@H](CS)C(=O)N[C@@H]([*])C(=O)N[C@@H]([*])C(=O)N[C@@H](CS)C([*])=O.C[S@](=O)CC[C@H]([NH3+])C(=O)[O-]
57,53.238930,Q0ATD8,Peptide methionine sulfoxide reductase MsrA,Maricaulis maris (strain MCS10) OX=394221,13.0,MNXR151915,-,1.8.4.11;1.8.4.13,3.0,0.0,0.68354,0.647239,1,0.665388,-,-,-,-,23457.14,4.7557,41.475,*N[C@@H](CS)C(=O)N[C@@H](*)C(=O)N[C@@H](*)C(=O)N[C@@H](CS)C(*)=O.CS(=O)CC[C@H](N)C(=O)O>>*N[C@H]1CSSC[C@@H](C(*)=O)NC(=O)[C@H](*)NC(=O)[C@H](*)NC1=O.CSCC[C@H]([NH3+])C(=O)[O-].[H]O[H],CSCC[C@H]([NH3+])C(=O)[O-].[*]N[C@H]1CSSC[C@@H](C([*])=O)NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC1=O>>[*]N[C@@H](CS)C(=O)N[C@@H]([*])C(=O)N[C@@H]([*])C(=O)N[C@@H](CS)C([*])=O.C[S@](=O)CC[C@H]([NH3+])C(=O)[O-]
58,53.238930,Q4FP80,Peptide methionine sulfoxide reductase MsrA,Pelagibacter ubique (strain HTCC1062) OX=335992,13.0,MNXR151915,-,1.8.4.11;1.8.4.13,3.0,0.0,0.68354,0.647239,1,0.665388,49.6,22.9,22.9,16.8,16803.23,6.7572,48.980,*N[C@@H](CS)C(=O)N[C@@H](*)C(=O)N[C@@H](*)C(=O)N[C@@H](CS)C(*)=O.CS(=O)CC[C@H](N)C(=O)O>>*N[C@H]1CSSC[C@@H](C(*)=O)NC(=O)[C@H](*)NC(=O)[C@H](*)NC1=O.CSCC[C@H]([NH3+])C(=O)[O-].[H]O[H],CSCC[C@H]([NH3+])C(=O)[O-].[*]N[C@H]1CSSC[C@@H](C([*])=O)NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC1=O>>[*]N[C@@H](CS)C(=O)N[C@@H]([*])C(=O)N[C@@H]([*])C(=O)N[C@@H](CS)C([*])=O.C[S@](=O)CC[C@H]([NH3+])C(=O)[O-]
59,53.238930,Q3SU08,Peptide methionine sulfoxide reductase MsrA,Nitrobacter winogradskyi (strain ATCC 25391 / DSM 10237 / CIP 104748 / NCIMB 11846 / Nb-255) OX=323098,13.0,MNXR151915,-,1.8.4.11;1.8.4.13,3.0,0.0,0.68354,0.647239,1,0.665388,28.2,25.8,28.8,27.0,20225.29,4.5652,45.810,*N[C@@H](CS)C(=O)N[C@@H](*)C(=O)N[C@@H](*)C(=O)N[C@@H](CS)C(*)=O.CS(=O)CC[C@H](N)C(=O)O>>*N[C@H]1CSSC[C@@H](C(*)=O)NC(=O)[C@H](*)NC(=O)[C@H](*)NC1=O.CSCC[C@H]([NH3+])C(=O)[O-].[H]O[H],CSCC[C@H]([NH3+])C(=O)[O-].[*]N[C@H]1CSSC[C@@H](C([*])=O)NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC1=O>>[*]N[C@@H](CS)C(=O)N[C@@H]([*])C(=O)N[C@@H]([*])C(=O)N[C@@H](CS)C([*])=O.C[S@](=O)CC[C@H]([NH3+])C(=O)[O-]
60,53.238930,Q9A9I6,Peptide methionine sulfoxide reductase MsrA 1,Caulobacter vibrioides (strain ATCC 19089 / CB15) OX=190650,13.0,MNXR151915,-,1.8.4.11;1.8.4.13,3.0,0.0,0.68354,0.647239,1,0.665388,-,-,-,-,23044.04,5.5410,36.406,*N[C@@H](CS)C(=O)N[C@@H](*)C(=O)N[C@@H](*)C(=O)N[C@@H](CS)C(*)=O.CS(=O)CC[C@H](N)C(=O)O>>*N[C@H]1CSSC[C@@H](C(*)=O)NC(=O)[C@H](*)NC(=O)[C@H](*)NC1=O.CSCC[C@H]([NH3+])C(=O)[O-].[H]O[H],CSCC[C@H]([NH3+])C(=O)[O-].[*]N[C@H]1CSSC[C@@H](C([*])=O)NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC1=O>>[*]N[C@@H](CS)C(=O)N[C@@H]([*])C(=O)N[C@@H]([*])C(=O)N[C@@H](CS)C([*])=O.C[S@](=O)CC[C@H]([NH3+])C(=O)[O-]
61,53.238930,Q98JV5,Peptide methionine sulfoxide reductase MsrA 1,Mesorhizobium japonicum (strain LMG 29417 / CECT 9101 / MAFF 303099) OX=266835,13.0,MNXR151915,-,1.8.4.11;1.8.4.13,3.0,0.0,0.68354,0.647239,1,0.665388,-,-,-,-,19280.49,6.0079,44.767,*N[C@@H](CS)C(=O)N[C@@H](*)C(=O)N[C@@H](*)C(=O)N[C@@H](CS)C(*)=O.CS(=O)CC[C@H](N)C(=O)O>>*N[C@H]1CSSC[C@@H](C(*)=O)NC(=O)[C@H](*)NC(=O)[C@H](*)NC1=O.CSCC[C@H]([NH3+])C(=O)[O-].[H]O[H],CSCC[C@H]([NH3+])C(=O)[O-].[*]N[C@H]1CSSC[C@@H](C([*])=O)NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC1=O>>[*]N[C@@H](CS)C(=O)N[C@@H]([*])C(=O)N[C@@H]([*])C(=O)N[C@@H](CS)C([*])=O.C[S@](=O)CC[C@H]([NH3+])C(=O)[O-]
62,53.238930,Q0BPD5,Peptide methionine sulfoxide reductase MsrA,Granulibacter bethesdensis (strain ATCC BAA-1260 / CGDNIH1) OX=391165,13.0,MNXR151915,-,1.8.4.11;1.8.4.13,3.0,0.0,0.68354,0.647239,1,0.665388,-,-,-,-,20302.99,5.8041,40.000,*N[C@@H](CS)C(=O)N[C@@H](*)C(=O)N[C@@H](*)C(=O)N[C@@H](CS)C(*)=O.CS(=O)CC[C@H](N)C(=O)O>>*N[C@H]1CSSC[C@@H](C(*)=O)NC(=O)[C@H](*)NC(=O)[C@H](*)NC1=O.CSCC[C@H]([NH3+])C(=O)[O-].[H]O[H],CSCC[C@H]([NH3+])C(=O)[O-].[*]N[C@H]1CSSC[C@@H](C([*])=O)NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC1=O>>[*]N[C@@H](CS)C(=O)N[C@@H]([*])C(=O)N[C@@H]([*])C(=O)N[C@@H](CS)C([*])=O.C[S@](=O)CC[C@H]([NH3+])C(=O)[O-]
63,53.238930,A4SWL6,Peptide methionine sulfoxide reductase MsrA,Polynucleobacter asymbioticus (strain DSM 18221 / CIP 109841 / QLW-P1DMWA-1) OX=312153,13.0,MNXR151915,-,1.8.4.11;1.8.4.13,3.0,0.0,0.68354,0.647239,1,0.665388,-,-,-,-,21161.71,5.2198,44.737,*N[C@@H](CS)C(=O)N[C@@H](*)C(=O)N[C@@H](*)C(=O)N[C@@H](CS)C(*)=O.CS(=O)CC[C@H](N)C(=O)O>>*N[C@H]1CSSC[C@@H](C(*)=O)NC(=O)[C@H](*)NC(=O)[C@H](*)NC1=O.CSCC[C@H]([NH3+])C(=O)[O-].[H]O[H],CSCC[C@H]([NH3+])C(=O)[O-].[*]N[C@H]1CSSC[C@@H](C([*])=O)NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC1=O>>[*]N[C@@H](CS)C(=O)N[C@@H]([*])C(=O)N[C@@H]([*])C(=O)N[C@@H](CS)C([*])=O.C[S@](=O)CC[C@H]([NH3+])C(=O)[O-]
64,53.238930,Q2W5W8,Peptide methionine sulfoxide reductase MsrA,Magnetospirillum magneticum (strain AMB-1 / ATCC 700264) OX=342108,13.0,MNXR151915,-,1.8.4.11;1.8.4.13,3.0,0.0,0.68354,0.647239,1,0.665388,-,-,-,-,22946.87,6.5076,36.967,*N[C@@H](CS)C(=O)N[C@@H](*)C(=O)N[C@@H](*)C(=O)N[C@@H](CS)C(*)=O.CS(=O)CC[C@H](N)C(=O)O>>*N[C@H]1CSSC[C@@H](C(*)=O)NC(=O)[C@H](*)NC(=O)[C@H](*)NC1=O.CSCC[C@H]([NH3+])C(=O)[O-].[H]O[H],CSCC[C@H]([NH3+])C(=O)[O-].[*]N[C@H]1CSSC[C@@H](C([*])=O)NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC1=O>>[*]N[C@@H](CS)C(=O)N[C@@H]([*])C(=O)N[C@@H]([*])C(=O)N[C@@H](CS)C([*])=O.C[S@](=O)CC[C@H]([NH3+])C(=O)[O-]
65,53.238930,Q9A9E9,Peptide methionine sulfoxide reductase MsrA 2,Caulobacter vibrioides (strain ATCC 19089 / CB15) OX=190650,13.0,MNXR151915,-,1.8.4.11;1.8.4.13,3.0,0.0,0.68354,0.647239,1,0.665388,-,-,-,-,21916.04,9.5458,40.816,*N[C@@H](CS)C(=O)N[C@@H](*)C(=O)N[C@@H](*)C(=O)N[C@@H](CS)C(*)=O.CS(=O)CC[C@H](N)C(=O)O>>*N[C@H]1CSSC[C@@H](C(*)=O)NC(=O)[C@H](*)NC(=O)[C@H](*)NC1=O.CSCC[C@H]([NH3+])C(=O)[O-].[H]O[H],CSCC[C@H]([NH3+])C(=O)[O-].[*]N[C@H]1CSSC[C@@H](C([*])=O)NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC1=O>>[*]N[C@@H](CS)C(=O)N[C@@H]([*])C(=O)N[C@@H]([*])C(=O)N[C@@H](CS)C([*])=O.C[S@](=O)CC[C@H]([NH3+])C(=O)[O-]
66,53.238930,Q8PNY8,Peptide methionine sulfoxide reductase MsrA,Xanthomonas axonopodis pv. citri (strain 306) OX=190486,13.0,MNXR151915,-,1.8.4.11;1.8.4.13,3.0,0.0,0.68354,0.647239,1,0.665388,-,-,-,-,23471.09,5.7911,40.741,*N[C@@H](CS)C(=O)N[C@@H](*)C(=O)N[C@@H](*)C(=O)N[C@@H](CS)C(*)=O.CS(=O)CC[C@H](N)C(=O)O>>*N[C@H]1CSSC[C@@H](C(*)=O)NC(=O)[C@H](*)NC(=O)[C@H](*)NC1=O.CSCC[C@H]([NH3+])C(=O)[O-].[H]O[H],CSCC[C@H]([NH3+])C(=O)[O-].[*]N[C@H]1CSSC[C@@H](C([*])=O)NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC1=O>>[*]N[C@@H](CS)C(=O)N[C@@H]([*])C(=O)N[C@@H]([*])C(=O)N[C@@H](CS)C([*])=O.C[S@](=O)CC[C@H]([NH3+])C(=O)[O-]
67,53.238930,Q88AI5,Peptide methionine sulfoxide reductase MsrA,Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000) OX=223283,13.0,MNXR151915,-,1.8.4.11;1.8.4.13,3.0,0.0,0.68354,0.647239,1,0.665388,-,-,-,-,23288.24,4.5081,40.465,*N[C@@H](CS)C(=O)N[C@@H](*)C(=O)N[C@@H](*)C(=O)N[C@@H](CS)C(*)=O.CS(=O)CC[C@H](N)C(=O)O>>*N[C@H]1CSSC[C@@H](C(*)=O)NC(=O)[C@H](*)NC(=O)[C@H](*)NC1=O.CSCC[C@H]([NH3+])C(=O)[O-].[H]O[H],CSCC[C@H]([NH3+])C(=O)[O-].[*]N[C@H]1CSSC[C@@H](C([*])=O)NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC1=O>>[*]N[C@@H](CS)C(=O)N[C@@H]([*])C(=O)N[C@@H]([*])C(=O)N[C@@H](CS)C([*])=O.C[S@](=O)CC[C@H]([NH3+])C(=O)[O-]
68,53.238930,B8IJD1,Peptide methionine sulfoxide reductase MsrA,Methylobacterium nodulans (strain LMG 21967 / CNCM I-2342 / ORS 2060) OX=460265,13.0,MNXR151915,-,1.8.4.11;1.8.4.13,3.0,0.0,0.68354,0.647239,1,0.665388,-,-,-,-,24123.16,6.1217,37.104,*N[C@@H](CS)C(=O)N[C@@H](*)C(=O)N[C@@H](*)C(=O)N[C@@H](CS)C(*)=O.CS(=O)CC[C@H](N)C(=O)O>>*N[C@H]1CSSC[C@@H](C(*)=O)NC(=O)[C@H](*)NC(=O)[C@H](*)NC1=O.CSCC[C@H]([NH3+])C(=O)[O-].[H]O[H],CSCC[C@H]([NH3+])C(=O)[O-].[*]N[C@H]1CSSC[C@@H](C([*])=O)NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC1=O>>[*]N[C@@H](CS)C(=O)N[C@@H]([*])C(=O)N[C@@H]([*])C(=O)N[C@@H](CS)C([*])=O.C[S@](=O)CC[C@H]([NH3+])C(=O)[O-]
69,52.438930,Q92Y45,Peptide methionine sulfoxide reductase MsrA 3,Rhizobium meliloti (strain 1021) OX=266834,14.0,MNXR151915,-,1.8.4.11;1.8.4.13,1.0,0.0,0.68354,0.647239,1,0.665388,-,-,-,-,19343.66,5.6390,46.429,*N[C@@H](CS)C(=O)N[C@@H](*)C(=O)N[C@@H](*)C(=O)N[C@@H](CS)C(*)=O.CS(=O)CC[C@H](N)C(=O)O>>*N[C@H]1CSSC[C@@H](C(*)=O)NC(=O)[C@H](*)NC(=O)[C@H](*)NC1=O.CSCC[C@H]([NH3+])C(=O)[O-].[H]O[H],CSCC[C@H]([NH3+])C(=O)[O-].[*]N[C@H]1CSSC[C@@H](C([*])=O)NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC1=O>>[*]N[C@@H](CS)C(=O)N[C@@H]([*])C(=O)N[C@@H]([*])C(=O)N[C@@H](CS)C([*])=O.C[S@](=O)CC[C@H]([NH3+])C(=O)[O-]
70,52.438930,Q9JWM8,Peptide methionine sulfoxide reductase MsrA/MsrB,Neisseria meningitidis serogroup A / serotype 4A (strain DSM 15465 / Z2491) OX=122587,14.0,MNXR151915,-,1.8.4.11;1.8.4.13,1.0,0.0,0.68354,0.647239,1,0.665388,-,-,-,-,58015.32,7.5639,47.318,*N[C@@H](CS)C(=O)N[C@@H](*)C(=O)N[C@@H](*)C(=O)N[C@@H](CS)C(*)=O.CS(=O)CC[C@H](N)C(=O)O>>*N[C@H]1CSSC[C@@H](C(*)=O)NC(=O)[C@H](*)NC(=O)[C@H](*)NC1=O.CSCC[C@H]([NH3+])C(=O)[O-].[H]O[H],CSCC[C@H]([NH3+])C(=O)[O-].[*]N[C@H]1CSSC[C@@H](C([*])=O)NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC1=O>>[*]N[C@@H](CS)C(=O)N[C@@H]([*])C(=O)N[C@@H]([*])C(=O)N[C@@H](CS)C([*])=O.C[S@](=O)CC[C@H]([NH3+])C(=O)[O-]
71,52.238930,Q2YJM1,Peptide methionine sulfoxide reductase MsrA,Brucella abortus (strain 2308) OX=359391,14.0,MNXR151915,-,1.8.4.11;1.8.4.13,3.0,0.0,0.68354,0.647239,1,0.665388,27.7,35.1,23.3,21.8,24017.22,5.9233,38.532,*N[C@@H](CS)C(=O)N[C@@H](*)C(=O)N[C@@H](*)C(=O)N[C@@H](CS)C(*)=O.CS(=O)CC[C@H](N)C(=O)O>>*N[C@H]1CSSC[C@@H](C(*)=O)NC(=O)[C@H](*)NC(=O)[C@H](*)NC1=O.CSCC[C@H]([NH3+])C(=O)[O-].[H]O[H],CSCC[C@H]([NH3+])C(=O)[O-].[*]N[C@H]1CSSC[C@@H](C([*])=O)NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC1=O>>[*]N[C@@H](CS)C(=O)N[C@@H]([*])C(=O)N[C@@H]([*])C(=O)N[C@@H](CS)C([*])=O.C[S@](=O)CC[C@H]([NH3+])C(=O)[O-]
72,52.238930,Q8FUZ0,Peptide methionine sulfoxide reductase MsrA,Brucella suis biovar 1 (strain 1330) OX=204722,14.0,MNXR151915,-,1.8.4.11;1.8.4.13,3.0,0.0,0.68354,0.647239,1,0.665388,-,-,-,-,24075.26,5.5646,38.991,*N[C@@H](CS)C(=O)N[C@@H](*)C(=O)N[C@@H](*)C(=O)N[C@@H](CS)C(*)=O.CS(=O)CC[C@H](N)C(=O)O>>*N[C@H]1CSSC[C@@H](C(*)=O)NC(=O)[C@H](*)NC(=O)[C@H](*)NC1=O.CSCC[C@H]([NH3+])C(=O)[O-].[H]O[H],CSCC[C@H]([NH3+])C(=O)[O-].[*]N[C@H]1CSSC[C@@H](C([*])=O)NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC1=O>>[*]N[C@@H](CS)C(=O)N[C@@H]([*])C(=O)N[C@@H]([*])C(=O)N[C@@H](CS)C([*])=O.C[S@](=O)CC[C@H]([NH3+])C(=O)[O-]
